,Airline,Arrival airport,Codesharing,Scheduled departure,delay,iataNumber,status
6517,united airlines,ewr,True,2023-09-07t11:00:00.000,46.0,ua1074,active
6518,netjets aviation,las,True,2023-09-07t11:00:00.000,45.0,1i756,active
6523,alaska airlines,lax,True,2023-09-07t11:05:00.000,31.0,as3306,active
6526,united airlines,iad,True,2023-09-07t11:05:00.000,20.0,ua487,active
6530,united airlines,aus,True,2023-09-07t11:05:00.000,15.0,ua1726,active
6534,united airlines,den,True,2023-09-07t11:05:00.000,19.0,ua1999,active
6536,united airlines,bna,True,2023-09-07t11:05:00.000,17.0,ua2183,active
6539,united airlines,mry,True,2023-09-07t11:05:00.000,15.0,ua5479,active
6540,southwest airlines,las,True,2023-09-07t11:05:00.000,29.0,wn2454,active
6541,united airlines,sbp,True,2023-09-07t11:06:00.000,7.0,ua5342,active
6543,united airlines,msp,True,2023-09-07t11:09:00.000,25.0,ua693,active
6544,united airlines,sin,True,2023-09-07t11:10:00.000,45.0,ua29,active
6545,southwest airlines,lax,True,2023-09-07t11:10:00.000,12.0,wn1658,active
6547,united airlines,bfl,True,2023-09-07t11:13:00.000,10.0,ua4671,active
6550,united airlines,abq,True,2023-09-07t11:14:00.000,104.0,ua246,active
6553,united airlines,msy,True,2023-09-07t11:14:00.000,18.0,ua2296,active
6557,jetblue airways,bos,True,2023-09-07t11:15:00.000,35.0,b6334,active
6565,alaska airlines,sea,True,2023-09-07t11:25:00.000,18.0,as1289,active
6568,singapore airlines,sin,True,2023-09-07t11:30:00.000,68.0,sq31,active
6572,united airlines,iah,True,2023-09-07t11:30:00.000,32.0,ua382,active
6574,united airlines,bzn,True,2023-09-07t11:30:00.000,34.0,ua4649,active
6575,united airlines,oth,True,2023-09-07t11:30:00.000,70.0,ua5595,active
6576,netjets aviation,bfi,True,2023-09-07t11:30:00.000,24.0,1i780,active
6582,american airlines,lax,True,2023-09-07t11:32:00.000,30.0,aa4885,active
6586,american airlines,dfw,True,2023-09-07t11:35:00.000,20.0,aa1442,active
6587,alaska airlines,sna,True,2023-09-07t11:35:00.000,8.0,as3404,active
6591,alaska airlines,hnl,True,2023-09-07t11:37:00.000,22.0,as877,active
6592,alaska airlines,san,True,2023-09-07t11:40:00.000,14.0,as3385,active
6599,delta air lines,jfk,True,2023-09-07t11:41:00.000,19.0,dl487,active
6601,united airlines,nrt,True,2023-09-07t11:45:00.000,32.0,ua837,active
6602,alaska airlines,boi,True,2023-09-07t11:50:00.000,23.0,as2401,active
6605,alaska airlines,las,True,2023-09-07t11:50:00.000,10.0,as3325,active
6606,breeze airways,cvg,True,2023-09-07t11:50:00.000,27.0,mx259,active
6607,southwest airlines,den,True,2023-09-07t11:50:00.000,19.0,wn2306,active
6613,air canada,yyz,True,2023-09-07t11:55:00.000,27.0,ac740,active
6619,delta air lines,atl,True,2023-09-07t11:57:00.000,14.0,dl916,active
6621,frontier airlines,las,True,2023-09-07t11:59:00.000,14.0,f92068,active
6625,jetblue airways,jfk,True,2023-09-07t12:00:00.000,15.0,b6416,active
6626,china eastern airlines,pvg,True,2023-09-07t12:00:00.000,0.0,mu590,active
6627,netjets aviation,vny,True,2023-09-07t12:00:00.000,0.0,1i916,active
6629,united airlines,bur,True,2023-09-07t12:03:00.000,18.0,ua5329,active
6632,ana,nrt,True,2023-09-07t12:15:00.000,93.0,nh7,active
6641,american airlines,jfk,True,2023-09-07t12:18:00.000,126.0,aa16,active
6645,jal,hnd,True,2023-09-07t12:20:00.000,26.0,jl1,active
6648,delta air lines,msp,True,2023-09-07t12:24:00.000,9.0,dl2556,active
6654,alaska airlines,lax,True,2023-09-07t12:30:00.000,3.0,as3360,active
6655,china airlines,ngo,True,2023-09-07t12:30:00.000,10.0,ci5197,active
6662,united airlines,lhr,True,2023-09-07t12:30:00.000,47.0,ua901,active
6668,american airlines,dfw,True,2023-09-07t12:33:00.000,21.0,aa2387,active
6670,alaska airlines,ord,True,2023-09-07t12:35:00.000,17.0,as332,active
6673,american airlines,phx,True,2023-09-07t12:36:00.000,6.0,aa2016,active
6674,frontier airlines,mdw,True,2023-09-07t12:39:00.000,67.0,f92482,active
6676,korean air,icn,True,2023-09-07t12:40:00.000,15.0,ke24,active
6677,southwest airlines,bur,True,2023-09-07t12:40:00.000,14.0,wn2319,active
6680,air canada,yul,True,2023-09-07t12:50:00.000,12.0,ac762,active
6684,alaska airlines,sea,True,2023-09-07t12:55:00.000,39.0,as1225,active
6688,united airlines,bos,True,2023-09-07t12:55:00.000,56.0,ua2652,active
6692,united airlines,tus,True,2023-09-07t12:55:00.000,14.0,ua5217,active
6693,united airlines,rdd,True,2023-09-07t12:55:00.000,9.0,ua5619,active
6694,jetblue airways,lax,True,2023-09-07t13:00:00.000,11.0,b62836,active
6698,eva air,tpe,True,2023-09-07t13:00:00.000,32.0,br7,active
6704,united airlines,ord,True,2023-09-07t13:00:00.000,21.0,ua242,active
6708,united airlines,iah,True,2023-09-07t13:00:00.000,26.0,ua1007,active
6714,united airlines,ewr,True,2023-09-07t13:00:00.000,146.0,ua1770,active
6719,united airlines,den,True,2023-09-07t13:00:00.000,34.0,ua2368,active
6721,united airlines,acv,True,2023-09-07t13:00:00.000,14.0,ua5385,active
6725,united airlines,smf,True,2023-09-07t13:00:00.000,22.0,ua5992,active
6729,air canada,yvr,True,2023-09-07t13:05:00.000,47.0,ac567,active
6731,alaska airlines,dal,True,2023-09-07t13:05:00.000,19.0,as416,active
6733,delta air lines,bos,True,2023-09-07t13:05:00.000,15.0,dl977,active
6741,delta air lines,lax,True,2023-09-07t13:05:00.000,11.0,dl2272,active
6747,united airlines,pdx,True,2023-09-07t13:05:00.000,14.0,ua205,active
6748,united airlines,hkg,True,2023-09-07t13:05:00.000,16.0,ua869,active
6753,united airlines,aus,True,2023-09-07t13:05:00.000,25.0,ua1116,active
6757,american airlines,mia,True,2023-09-07t13:06:00.000,119.0,aa2045,active
6760,united airlines,psp,True,2023-09-07t13:06:00.000,25.0,ua4808,active
6762,aeromexico,mex,True,2023-09-07t13:09:00.000,15.0,am669,active
6767,delta air lines,jfk,True,2023-09-07t13:10:00.000,175.0,dl806,active
6772,westjet,yyc,True,2023-09-07t13:10:00.000,21.0,ws1509,active
6776,jetblue airways,bos,True,2023-09-07t13:15:00.000,41.0,b6534,active
6779,united airlines,mex,True,2023-09-07t13:15:00.000,15.0,ua821,active
6783,united airlines,iad,True,2023-09-07t13:15:00.000,25.0,ua2667,active
6788,united airlines,san,True,2023-09-07t13:16:00.000,5.0,ua2041,active
6794,united airlines,las,True,2023-09-07t13:17:00.000,10.0,ua2678,active
6798,united airlines,sna,True,2023-09-07t13:20:00.000,31.0,ua338,active
6802,alaska airlines,pdx,True,2023-09-07t13:25:00.000,12.0,as3451,active
6803,united airlines,ppt,True,2023-09-07t13:25:00.000,27.0,ua115,active
6805,turkish airlines,ist,True,2023-09-07t13:30:00.000,30.0,tk290,active
6806,netjets aviation,hpn,True,2023-09-07t13:30:00.000,29.0,1i800,active
6808,frontier airlines,las,True,2023-09-07t13:33:00.000,70.0,f92082,active
6812,united airlines,rno,True,2023-09-07t13:36:00.000,22.0,ua5707,active
6813,american airlines,clt,True,2023-09-07t13:39:00.000,3.0,aa2830,active
6816,united airlines,muc,True,2023-09-07t13:40:00.000,48.0,ua194,active
6820,united airlines,fat,True,2023-09-07t13:40:00.000,9.0,ua5349,active
6825,delta air lines,atl,True,2023-09-07t13:41:00.000,13.0,dl437,active
6829,delta air lines,slc,True,2023-09-07t13:45:00.000,25.0,dl2414,active
6833,united airlines,yvr,True,2023-09-07t13:49:00.000,40.0,ua5543,active
6840,american airlines,dfw,True,2023-09-07t13:50:00.000,32.0,aa2405,active
6843,alaska airlines,jfk,True,2023-09-07t13:50:00.000,19.0,as20,active
6847,alaska airlines,san,True,2023-09-07t13:50:00.000,6.0,as3494,active
6850,jetblue airways,jfk,True,2023-09-07t13:50:00.000,137.0,b6616,active
6854,klm,ams,True,2023-09-07t13:50:00.000,12.0,kl606,active
6861,american airlines,lax,True,2023-09-07t13:55:00.000,12.0,aa3124,active
6866,delta air lines,sea,True,2023-09-07t13:55:00.000,24.0,dl3885,active
6869,jal,nrt,True,2023-09-07t13:55:00.000,21.0,jl57,active
6873,united airlines,boi,True,2023-09-07t13:58:00.000,10.0,ua2220,active
6876,alaska airlines,sna,True,2023-09-07t14:00:00.000,36.0,as3396,active
6880,united airlines,fra,True,2023-09-07t14:00:00.000,42.0,ua58,active
6885,united airlines,lax,True,2023-09-07t14:00:00.000,26.0,ua1312,active
6890,united airlines,ord,True,2023-09-07t14:00:00.000,140.0,ua1911,active
6891,southwest airlines,las,True,2023-09-07t14:00:00.000,33.0,wn1522,active
6893,united airlines,ont,True,2023-09-07t14:08:00.000,14.0,ua4787,active
6895,sa avianca,sal,True,2023-09-07t14:10:00.000,10.0,av563,active
6900,united airlines,hnl,True,2023-09-07t14:10:00.000,13.0,ua300,active
6903,united airlines,zrh,True,2023-09-07t14:20:00.000,34.0,ua44,active
6904,united airlines,tpe,True,2023-09-07t14:20:00.000,43.0,ua871,active
6909,united airlines,den,True,2023-09-07t14:25:00.000,8.0,ua1823,active
6912,united airlines,ewr,True,2023-09-07t14:30:00.000,85.0,ua1428,active
6913,netjets aviation,vny,True,2023-09-07t14:30:00.000,0.0,1i594,active
6918,alaska airlines,psp,True,2023-09-07t14:40:00.000,30.0,as2103,active
6920,alaska airlines,pae,True,2023-09-07t14:40:00.000,9.0,as2326,active
6925,lufthansa,fra,True,2023-09-07t14:40:00.000,0.0,lh455,active
6927,delta air lines,dtw,True,2023-09-07t14:45:00.000,1.0,dl404,active
6929,american airlines,phl,True,2023-09-07t14:49:00.000,28.0,aa2338,active
6931,jetblue airways,jfk,True,2023-09-07t14:50:00.000,80.0,b62416,active
6936,united airlines,cdg,True,2023-09-07t14:50:00.000,49.0,ua990,active
6940,air france,cdg,True,2023-09-07t14:55:00.000,30.0,af83,active
6946,alaska airlines,sea,True,2023-09-07t14:55:00.000,31.0,as1059,active
6949,united airlines,iah,True,2023-09-07t14:55:00.000,70.0,ua1435,active
6950,southwest airlines,den,True,2023-09-07t14:55:00.000,41.0,wn1102,active
6951,solairus aviation,sac,True,2023-09-07t15:00:00.000,0.0,,active
6956,united airlines,ord,True,2023-09-07t15:03:00.000,28.0,ua2627,active
6958,air canada,yeg,True,2023-09-07t15:05:00.000,23.0,ac8558,active
6959,southwest airlines,lax,True,2023-09-07t15:05:00.000,11.0,wn2756,active
6962,united airlines,ams,True,2023-09-07t15:10:00.000,45.0,ua968,active
6964,ita airways,fco,True,2023-09-07t15:20:00.000,3.0,az641,active
6971,united airlines,lax,True,2023-09-07t15:25:00.000,9.0,ua1008,active
6972,norse,lgw,True,2023-09-07t15:25:00.000,49.0,n0732,active
6975,jetblue airways,bos,True,2023-09-07t15:28:00.000,20.0,b61734,active
6976,southwest airlines,phx,True,2023-09-07t15:35:00.000,15.0,wn1303,active
6978,frontier airlines,ont,True,2023-09-07t15:42:00.000,7.0,f92754,active
6979,alaska airlines,sna,True,2023-09-07t15:45:00.000,15.0,as3426,active
6981,air caraibes,ory,True,2023-09-07t15:50:00.000,23.0,tx715,active
6983,delta air lines,jfk,True,2023-09-07t15:50:00.000,10.0,dl779,active
6988,westjet,yvr,True,2023-09-07t15:50:00.000,17.0,ws1775,active
6992,alaska airlines,pdx,True,2023-09-07t16:00:00.000,16.0,as3392,active
6998,united airlines,lhr,True,2023-09-07t16:00:00.000,10.0,ua948,active
7004,united airlines,den,True,2023-09-07t16:04:00.000,22.0,ua1821,active
7010,alaska airlines,lax,True,2023-09-07t16:05:00.000,16.0,as3398,active
7012,delta air lines,msp,True,2023-09-07t16:05:00.000,21.0,dl1082,active
7018,american airlines,dfw,True,2023-09-07t16:09:00.000,12.0,aa2177,active
7024,delta air lines,lax,True,2023-09-07t16:09:00.000,31.0,dl2267,active
7031,united airlines,sea,True,2023-09-07t16:10:00.000,19.0,ua447,active
7035,united airlines,mfr,True,2023-09-07t16:10:00.000,9.0,ua5330,active
7040,united airlines,fat,True,2023-09-07t16:10:00.000,9.0,ua5450,active
7044,qatar airways,doh,True,2023-09-07t16:15:00.000,33.0,qr738,active
7047,united airlines,bos,True,2023-09-07t16:15:00.000,12.0,ua2262,active
7051,american airlines,phx,True,2023-09-07t16:19:00.000,13.0,aa2398,active
7053,alaska airlines,phx,True,2023-09-07t16:20:00.000,23.0,as3464,active
7057,united airlines,phl,True,2023-09-07t16:21:00.000,13.0,ua2423,active
7062,united airlines,psp,True,2023-09-07t16:21:00.000,84.0,ua5703,active
7067,alaska airlines,san,True,2023-09-07t16:25:00.000,12.0,as3410,active
7072,british airways,lhr,True,2023-09-07t16:25:00.000,16.0,ba284,active
7075,air canada,yyz,True,2023-09-07t16:30:00.000,29.0,ac744,active
7076,united airlines,fco,True,2023-09-07t16:30:00.000,17.0,ua507,active
7079,united airlines,ewr,True,2023-09-07t16:30:00.000,57.0,ua1896,active
7088,united airlines,pdx,True,2023-09-07t16:32:00.000,13.0,ua1561,active
7094,united airlines,lax,True,2023-09-07t16:39:00.000,12.0,ua1413,active
7096,alaska airlines,geg,True,2023-09-07t16:40:00.000,6.0,as2233,active
7099,united airlines,ont,True,2023-09-07t16:40:00.000,5.0,ua5444,active
7104,united airlines,sba,True,2023-09-07t16:40:00.000,14.0,ua5989,active
7111,united airlines,phx,True,2023-09-07t16:43:00.000,21.0,ua1201,active
7116,delta air lines,sea,True,2023-09-07t16:45:00.000,9.0,dl2250,active
7122,united airlines,san,True,2023-09-07t16:45:00.000,12.0,ua528,active
7125,united airlines,iad,True,2023-09-07t16:45:00.000,19.0,ua2626,active
7129,united airlines,boi,True,2023-09-07t16:45:00.000,12.0,ua4715,active
7133,skywest airlines,sbp,True,2023-09-07t16:45:00.000,35.0,oo5240,active
7139,united airlines,slc,True,2023-09-07t16:46:00.000,53.0,ua1083,active
7143,united airlines,bur,True,2023-09-07t16:46:00.000,19.0,ua5691,active
7148,united airlines,ord,True,2023-09-07t16:49:00.000,16.0,ua729,active
7155,alaska airlines,las,True,2023-09-07t16:50:00.000,11.0,as706,active
7163,united airlines,las,True,2023-09-07t16:51:00.000,68.0,ua1299,active
7169,united airlines,hnl,True,2023-09-07t16:55:00.000,11.0,ua1509,active
7175,united airlines,sna,True,2023-09-07t16:55:00.000,27.0,ua4756,active
7180,united airlines,eug,True,2023-09-07t16:55:00.000,22.0,ua5405,active
7182,united airlines,rdm,True,2023-09-07t16:55:00.000,13.0,ua5829,active
7183,netjets aviation,ith,True,2023-09-06t17:56:00.000,0.0,1i746,active
7184,dhl air,cvg,True,2023-09-06t19:34:00.000,13.0,d0405,active
7185,empty,scf,True,2023-09-06t18:00:00.000,0.0,,active
7186,dhl air,lax,True,2023-09-06t21:30:00.000,11.0,d01820,active
7187,ati,cvg,True,2023-09-07t01:58:00.000,20.0,8c3390,active
7188,flexjet,ase,True,2023-09-07t07:15:00.000,11.0,lxj545,active
7189,worldwide jet charter,phx,True,2023-09-07t10:00:00.000,0.0,,active
7190,flexjet,boi,True,2023-09-07t13:26:00.000,48.0,lxj458,active
7191,netjets aviation,slc,True,2023-09-07t16:00:00.000,10.0,1i774,active
7192,netjets aviation,teb,True,2023-09-07t16:00:00.000,0.0,1i152,active
7193,asiana airlines,icn,True,2023-09-07t05:15:00.000,19.0,oz283,active
7194,jet edge,bzn,True,2023-09-07t07:00:00.000,10.0,,active
7195,ati,afw,True,2023-09-07t04:31:00.000,18.0,8c3348,active
7196,flexjet,oak,True,2023-09-07t08:40:00.000,0.0,lxj349,active
7197,sun country airlines,sjc,True,2023-09-07t10:50:00.000,10.0,sy8773,active
7198,united airlines,fat,True,2023-09-07t13:00:00.000,45.0,ua2926,active
7199,flexjet,yvr,True,2023-09-07t15:00:00.000,0.0,lxj528,active
7200,jet aviation flight services,lvk,True,2023-09-07t16:30:00.000,0.0,,active
7201,hawaiian airlines,hnl,True,2023-09-07t14:43:00.000,33.0,ha1011,active
7202,flexjet,bur,True,2023-09-07t14:45:00.000,10.0,lxj476,active
7203,flexjet,tkf,True,2023-09-07t15:30:00.000,10.0,lxj359,active
7204,flexjet,stl,True,2023-09-07t16:30:00.000,10.0,lxj391,active
7205,air canada,yeg,True,2023-09-07t15:05:00.000,23.0,ac558,active
7209,united airlines,koa,True,2023-09-07t17:00:00.000,32.0,ua1723,active
7216,virgin atlantic,lhr,True,2023-09-07t17:01:00.000,18.0,vs20,active
7218,frontier airlines,dfw,True,2023-09-07t17:02:00.000,13.0,f92710,active
7223,air canada,yvr,True,2023-09-07t17:05:00.000,17.0,ac569,active
7224,emirates,dxb,True,2023-09-07t17:05:00.000,11.0,ek226,active
7227,american airlines,dfw,True,2023-09-07t17:15:00.000,14.0,aa2820,active
7232,alaska airlines,sea,True,2023-09-07t17:15:00.000,22.0,as1253,active
7237,delta air lines,slc,True,2023-09-07t17:15:00.000,9.0,dl2443,active
7238,southwest airlines,bur,True,2023-09-07t17:15:00.000,42.0,wn493,active
7239,sun country airlines,msp,True,2023-09-07t17:35:00.000,13.0,sy396,active
7240,southwest airlines,san,True,2023-09-07t17:35:00.000,5.0,wn1063,active
7242,aer lingus,dub,True,2023-09-07t17:45:00.000,13.0,ei60,active
7245,united airlines,ord,True,2023-09-07t17:49:00.000,6.0,ua1114,active
7251,iberia,mad,True,2023-09-07t17:50:00.000,25.0,ib6174,active
7252,southwest airlines,lax,True,2023-09-07t18:00:00.000,9.0,wn3252,active
7258,american airlines,lax,True,2023-09-07t18:09:00.000,4.0,aa4884,active
7260,american airlines,phx,True,2023-09-07t18:22:00.000,0.0,aa1195,active
7266,united airlines,iah,True,2023-09-07t18:25:00.000,23.0,ua514,active
7272,united airlines,dfw,True,2023-09-07t18:25:00.000,59.0,ua1765,active
7273,united airlines,psc,True,2023-09-07t18:25:00.000,26.0,ua5457,active
7276,united airlines,boi,True,2023-09-07t18:25:00.000,8.0,ua5644,active
7281,united airlines,pdx,True,2023-09-07t18:27:00.000,156.0,ua477,active
7285,united airlines,aus,True,2023-09-07t18:27:00.000,4.0,ua2070,active
7289,united airlines,yvr,True,2023-09-07t18:29:00.000,74.0,ua460,active
7296,alaska airlines,aus,True,2023-09-07t18:30:00.000,46.0,as534,active
7300,alaska airlines,sna,True,2023-09-07t18:30:00.000,12.0,as3452,active
7302,turkish airlines,ist,True,2023-09-07t18:30:00.000,22.0,tk80,active
7308,united airlines,lax,True,2023-09-07t18:30:00.000,18.0,ua1200,active
7313,united airlines,tus,True,2023-09-07t18:30:00.000,10.0,ua5229,active
7317,united airlines,mci,True,2023-09-07t18:32:00.000,118.0,ua2061,active
7324,alaska airlines,sea,True,2023-09-07t18:35:00.000,10.0,as1099,active
7329,delta air lines,lax,True,2023-09-07t18:40:00.000,5.0,dl789,active
7336,united airlines,rno,True,2023-09-07t18:43:00.000,13.0,ua5470,active
7339,united airlines,oma,True,2023-09-07t18:44:00.000,10.0,ua1620,active
7343,alaska airlines,san,True,2023-09-07t18:45:00.000,6.0,as3425,active
7348,united airlines,ord,True,2023-09-07t18:49:00.000,26.0,ua468,active
7352,united airlines,sat,True,2023-09-07t18:50:00.000,5.0,ua2072,active
7356,united airlines,ogg,True,2023-09-07t18:55:00.000,15.0,ua539,active
7359,united airlines,acv,True,2023-09-07t19:00:00.000,8.0,ua4695,active
7366,united airlines,slc,True,2023-09-07t19:00:00.000,4.0,ua5590,active
7373,united airlines,sea,True,2023-09-07t19:02:00.000,21.0,ua2385,active
7380,united airlines,san,True,2023-09-07t19:05:00.000,12.0,ua2178,active
7381,united airlines,rdd,True,2023-09-07t19:05:00.000,16.0,ua5222,active
7383,united airlines,bur,True,2023-09-07t19:08:00.000,5.0,ua4798,active
7388,united airlines,sna,True,2023-09-07t19:09:00.000,15.0,ua2047,active
7395,united airlines,las,True,2023-09-07t19:10:00.000,95.0,ua1390,active
7400,united airlines,den,True,2023-09-07t19:10:00.000,2.0,ua2050,active
7406,alaska airlines,lax,True,2023-09-07t19:15:00.000,5.0,as3433,active
7407,southwest airlines,den,True,2023-09-07t19:15:00.000,5.0,wn3164,active
7413,united airlines,phx,True,2023-09-07t19:20:00.000,17.0,ua683,active
7417,united airlines,fra,True,2023-09-07t19:20:00.000,11.0,ua926,active
7423,alaska airlines,las,True,2023-09-07t19:25:00.000,4.0,as740,active
7428,british airways,lhr,True,2023-09-07t19:25:00.000,38.0,ba286,active
7436,alaska airlines,slc,True,2023-09-07t19:35:00.000,14.0,as3448,active
7437,southwest airlines,bur,True,2023-09-07t19:35:00.000,26.0,wn1485,active
7441,united airlines,geg,True,2023-09-07t19:40:00.000,12.0,ua5389,active
7446,united airlines,lax,True,2023-09-07t19:45:00.000,14.0,ua2096,active
7448,swiss,zrh,True,2023-09-07t19:50:00.000,30.0,lx39,active
7455,united airlines,lhr,True,2023-09-07t19:50:00.000,17.0,ua930,active
7459,alaska airlines,sea,True,2023-09-07t19:55:00.000,39.0,as1327,active
7462,alaska airlines,rdm,True,2023-09-07t19:59:00.000,7.0,as2102,active
7463,southwest airlines,phx,True,2023-09-07t20:05:00.000,9.0,wn2280,active
7470,alaska airlines,pdx,True,2023-09-07t20:15:00.000,115.0,as2063,active
7471,southwest airlines,lax,True,2023-09-07t20:15:00.000,1.0,wn677,active
7474,united airlines,bos,True,2023-09-07t20:20:00.000,17.0,ua1871,active
7477,jetblue airways,bos,True,2023-09-07t20:24:00.000,55.0,b6734,active
7478,sas,cph,True,2023-09-07t20:25:00.000,0.0,sk936,active
7482,united airlines,den,True,2023-09-07t20:25:00.000,15.0,ua1216,active
7486,alaska airlines,pae,True,2023-09-07t20:30:00.000,14.0,as2140,active
7491,alaska airlines,sna,True,2023-09-07t20:30:00.000,12.0,as3478,active
7493,french bee,ory,True,2023-09-07t20:30:00.000,21.0,bf711,active
7497,jetblue airways,fll,True,2023-09-07t20:35:00.000,15.0,b6278,active
7499,frontier airlines,den,True,2023-09-07t20:39:00.000,3.0,f9662,active
7501,alaska airlines,sea,True,2023-09-07t20:40:00.000,12.0,as1319,active
7502,southwest airlines,san,True,2023-09-07t20:40:00.000,4.0,wn1425,active
7506,alaska airlines,lax,True,2023-09-07t20:45:00.000,12.0,as3412,active
7510,united airlines,psp,True,2023-09-07t20:50:00.000,10.0,ua4727,active
7512,delta air lines,sea,True,2023-09-07t20:55:00.000,9.0,dl3891,active
7516,alaska airlines,psp,True,2023-09-07t20:59:00.000,59.0,as3447,active
7517,air india,bom,True,2023-09-07t21:00:00.000,60.0,ai180,active
7522,united airlines,mry,True,2023-09-07t21:00:00.000,9.0,ua5454,active
7527,lufthansa,muc,True,2023-09-07t21:10:00.000,30.0,lh459,active
7530,air canada,yyz,True,2023-09-07t21:15:00.000,32.0,ac746,active
7536,alaska airlines,bos,True,2023-09-07t21:20:00.000,10.0,as458,active
7537,southwest airlines,las,True,2023-09-07t21:20:00.000,35.0,wn2357,active
7546,delta air lines,jfk,True,2023-09-07t21:30:00.000,20.0,dl325,active
7548,delta air lines,dtw,True,2023-09-07t21:30:00.000,25.0,dl400,active
7552,united airlines,ewr,True,2023-09-07t21:30:00.000,83.0,ua2097,active
7553,alaska airlines,sea,True,2023-09-07t21:40:00.000,12.0,as1109,active
7558,alaska airlines,san,True,2023-09-07t21:45:00.000,2.0,as3422,active
7562,united airlines,iad,True,2023-09-07t21:48:00.000,33.0,ua1722,active
7565,american airlines,clt,True,2023-09-07t21:59:00.000,28.0,aa2373,active
7570,delta air lines,bos,True,2023-09-07t22:00:00.000,24.0,dl475,active
7571,air india,del,True,2023-09-07t22:00:00.000,0.0,ai184,active
7578,alaska airlines,iad,True,2023-09-07t22:05:00.000,5.0,as475,active
7580,singapore airlines,sin,True,2023-09-07t22:05:00.000,21.0,sq33,active
7581,vietnam airlines,sgn,True,2023-09-07t22:10:00.000,18.0,vn99,active
7583,frontier airlines,las,True,2023-09-07t22:11:00.000,11.0,f92080,active
7587,alaska airlines,jfk,True,2023-09-07t22:20:00.000,28.0,as38,active
7593,virgin atlantic,lhr,True,2023-09-07t22:20:00.000,11.0,vs42,active
7598,united airlines,san,True,2023-09-07t22:23:00.000,49.0,ua297,active
7602,alaska airlines,ewr,True,2023-09-07t22:25:00.000,9.0,as374,active
7605,qantas,syd,True,2023-09-07t22:25:00.000,60.0,qf74,active
7612,american airlines,jfk,True,2023-09-07t22:30:00.000,9.0,aa276,active
7615,united airlines,atl,True,2023-09-07t22:35:00.000,27.0,ua1141,active
7619,united airlines,smf,True,2023-09-07t22:35:00.000,36.0,ua5638,active
7620,united airlines,rdm,True,2023-09-07t22:35:00.000,20.0,ua5711,active
7625,united airlines,fat,True,2023-09-07t22:35:00.000,11.0,ua5904,active
7629,united airlines,eug,True,2023-09-07t22:35:00.000,18.0,ua5969,active
7633,united airlines,cle,True,2023-09-07t22:36:00.000,7.0,ua1711,active
7634,frontier airlines,atl,True,2023-09-07t22:37:00.000,4.0,f91522,active
7636,united airlines,mfr,True,2023-09-07t22:39:00.000,20.0,ua5502,active
7637,united airlines,sin,True,2023-09-07t22:40:00.000,55.0,ua1,active
7640,united airlines,ewr,True,2023-09-07t22:40:00.000,84.0,ua2059,active
7645,united airlines,pdx,True,2023-09-07t22:41:00.000,29.0,ua2128,active
7649,united airlines,sba,True,2023-09-07t22:42:00.000,21.0,ua5878,active
7651,united airlines,ont,True,2023-09-07t22:44:00.000,27.0,ua5365,active
7654,air canada,yul,True,2023-09-07t22:45:00.000,37.0,ac764,active
7658,delta air lines,atl,True,2023-09-07t22:45:00.000,12.0,dl610,active
7662,united airlines,lax,True,2023-09-07t22:46:00.000,21.0,ua1746,active
7665,united airlines,sea,True,2023-09-07t22:48:00.000,29.0,ua1971,active
7669,united airlines,rno,True,2023-09-07t22:48:00.000,26.0,ua5451,active
7672,united airlines,mex,True,2023-09-07t22:50:00.000,23.0,ua412,active
7674,united airlines,pit,True,2023-09-07t22:50:00.000,26.0,ua1204,active
7676,united airlines,bfl,True,2023-09-07t22:50:00.000,39.0,ua5443,active
7681,united airlines,las,True,2023-09-07t22:52:00.000,17.0,ua2366,active
7685,united airlines,syd,True,2023-09-07t22:55:00.000,49.0,ua863,active
7689,united airlines,ord,True,2023-09-07t22:55:00.000,23.0,ua2247,active
7691,united airlines,sbp,True,2023-09-07t22:55:00.000,45.0,ua5615,active
7692,united airlines,rdd,True,2023-09-07t22:56:00.000,9.0,ua5513,active
7698,united airlines,yyz,True,2023-09-07t23:02:00.000,26.0,ua2056,active
7705,jetblue airways,bos,True,2023-09-07t23:04:00.000,27.0,b634,active
7706,united airlines,tlv,True,2023-09-07t23:05:00.000,63.0,ua954,active
7709,united airlines,akl,True,2023-09-07t23:10:00.000,48.0,ua917,active
7711,united airlines,ind,True,2023-09-07t23:10:00.000,22.0,ua1484,active
7714,united airlines,bos,True,2023-09-07t23:15:00.000,20.0,ua1665,active
7719,united airlines,mco,True,2023-09-07t23:19:00.000,24.0,ua221,active
7720,korean air,icn,True,2023-09-07t23:20:00.000,29.0,ke8026,active
7721,united airlines,hkg,True,2023-09-07t23:20:00.000,50.0,ua877,active
7724,united airlines,rdu,True,2023-09-07t23:20:00.000,17.0,ua1707,active
7727,alaska airlines,jfk,True,2023-09-07t23:25:00.000,71.0,as42,active
7730,asiana airlines,icn,True,2023-09-07t23:30:00.000,38.0,oz211,active
7733,united airlines,iah,True,2023-09-07t23:30:00.000,20.0,ua505,active
7737,united airlines,iad,True,2023-09-07t23:31:00.000,52.0,ua519,active
7741,fiji airways,nan,True,2023-09-07t23:35:00.000,23.0,fj871,active
7743,united airlines,bna,True,2023-09-07t23:35:00.000,6.0,ua283,active
7750,delta air lines,jfk,True,2023-09-07t23:45:00.000,430.0,dl767,active
